id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q2571,coding,normalization,ethical_question,hard,What ethical questions can arise when people use or study normalization?,What ethical questions can arise when people use or study normalization?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient la normalisation ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون التطبيع في قواعد البيانات؟,"Welche ethischen Fragen können entstehen, wenn Menschen Normalisierung nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam normalização?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian normalización?,"en,fr,ar,de,pt,es"
Q2572,mathematics,proportions,ethical_question,hard,What ethical questions can arise when people use or study proportions?,What ethical questions can arise when people use or study proportions?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient les proportions ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون التناسب؟,"Welche ethischen Fragen können entstehen, wenn Menschen Proportionen nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam proporções?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian proporciones?,"en,fr,ar,de,pt,es"
Q2573,science,cell biology,ethical_question,hard,What ethical questions can arise when people use or study cell biology?,What ethical questions can arise when people use or study cell biology?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient la biologie cellulaire ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون علم الأحياء الخلوي؟,"Welche ethischen Fragen können entstehen, wenn Menschen Zellbiologie nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam biologia celular?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian biología celular?,"en,fr,ar,de,pt,es"
Q2574,history,printing press,ethical_question,hard,What ethical questions can arise when people use or study printing press?,What ethical questions can arise when people use or study printing press?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient l’imprimerie ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون المطبعة؟,"Welche ethischen Fragen können entstehen, wenn Menschen Buchdruck nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam imprensa?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian imprenta?,"en,fr,ar,de,pt,es"
Q2575,philosophy,ethics,ethical_question,hard,What ethical questions can arise when people use or study ethics?,What ethical questions can arise when people use or study ethics?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient l’éthique ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون الأخلاق؟,"Welche ethischen Fragen können entstehen, wenn Menschen Ethik nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam ética?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian ética?,"en,fr,ar,de,pt,es"
Q2576,general knowledge,personal finance,ethical_question,hard,What ethical questions can arise when people use or study personal finance?,What ethical questions can arise when people use or study personal finance?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient les finances personnelles ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون التمويل الشخصي؟,"Welche ethischen Fragen können entstehen, wenn Menschen persönliche Finanzen nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam finanças pessoais?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian finanzas personales?,"en,fr,ar,de,pt,es"
Q2577,coding,normalization,future_prediction,medium,How might normalization develop in the future?,How might normalization develop in the future?,Comment la normalisation pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور التطبيع في قواعد البيانات في المستقبل؟,Wie könnte sich Normalisierung in Zukunft entwickeln?,Como normalização pode se desenvolver no futuro?,¿Cómo podría desarrollarse normalización en el futuro?,"en,fr,ar,de,pt,es"
Q2578,mathematics,proportions,future_prediction,medium,How might proportions develop in the future?,How might proportions develop in the future?,Comment les proportions pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور التناسب في المستقبل؟,Wie könnte sich Proportionen in Zukunft entwickeln?,Como proporções pode se desenvolver no futuro?,¿Cómo podría desarrollarse proporciones en el futuro?,"en,fr,ar,de,pt,es"
Q2579,science,cell biology,future_prediction,medium,How might cell biology develop in the future?,How might cell biology develop in the future?,Comment la biologie cellulaire pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور علم الأحياء الخلوي في المستقبل؟,Wie könnte sich Zellbiologie in Zukunft entwickeln?,Como biologia celular pode se desenvolver no futuro?,¿Cómo podría desarrollarse biología celular en el futuro?,"en,fr,ar,de,pt,es"
Q2580,history,printing press,future_prediction,medium,How might printing press develop in the future?,How might printing press develop in the future?,Comment l’imprimerie pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور المطبعة في المستقبل؟,Wie könnte sich Buchdruck in Zukunft entwickeln?,Como imprensa pode se desenvolver no futuro?,¿Cómo podría desarrollarse imprenta en el futuro?,"en,fr,ar,de,pt,es"
Q2581,philosophy,ethics,future_prediction,medium,How might ethics develop in the future?,How might ethics develop in the future?,Comment l’éthique pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور الأخلاق في المستقبل؟,Wie könnte sich Ethik in Zukunft entwickeln?,Como ética pode se desenvolver no futuro?,¿Cómo podría desarrollarse ética en el futuro?,"en,fr,ar,de,pt,es"
Q2582,general knowledge,personal finance,future_prediction,medium,How might personal finance develop in the future?,How might personal finance develop in the future?,Comment les finances personnelles pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور التمويل الشخصي في المستقبل؟,Wie könnte sich persönliche Finanzen in Zukunft entwickeln?,Como finanças pessoais pode se desenvolver no futuro?,¿Cómo podría desarrollarse finanzas personales en el futuro?,"en,fr,ar,de,pt,es"
Q2583,coding,normalization,quiz_question,easy,Write a simple quiz question that tests understanding of normalization.,Write a simple quiz question that tests understanding of normalization.,Rédige une question de quiz simple qui teste la compréhension de la normalisation.,اكتب سؤال اختبار بسيط يقيس فهم التطبيع في قواعد البيانات.,"Schreibe eine einfache Quizfrage, die das Verständnis von Normalisierung prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de normalização.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de normalización.,"en,fr,ar,de,pt,es"
Q2584,mathematics,proportions,quiz_question,easy,Write a simple quiz question that tests understanding of proportions.,Write a simple quiz question that tests understanding of proportions.,Rédige une question de quiz simple qui teste la compréhension de les proportions.,اكتب سؤال اختبار بسيط يقيس فهم التناسب.,"Schreibe eine einfache Quizfrage, die das Verständnis von Proportionen prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de proporções.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de proporciones.,"en,fr,ar,de,pt,es"
Q2585,science,cell biology,quiz_question,easy,Write a simple quiz question that tests understanding of cell biology.,Write a simple quiz question that tests understanding of cell biology.,Rédige une question de quiz simple qui teste la compréhension de la biologie cellulaire.,اكتب سؤال اختبار بسيط يقيس فهم علم الأحياء الخلوي.,"Schreibe eine einfache Quizfrage, die das Verständnis von Zellbiologie prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de biologia celular.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de biología celular.,"en,fr,ar,de,pt,es"
Q2586,history,printing press,quiz_question,easy,Write a simple quiz question that tests understanding of printing press.,Write a simple quiz question that tests understanding of printing press.,Rédige une question de quiz simple qui teste la compréhension de l’imprimerie.,اكتب سؤال اختبار بسيط يقيس فهم المطبعة.,"Schreibe eine einfache Quizfrage, die das Verständnis von Buchdruck prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de imprensa.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de imprenta.,"en,fr,ar,de,pt,es"
Q2587,philosophy,ethics,quiz_question,easy,Write a simple quiz question that tests understanding of ethics.,Write a simple quiz question that tests understanding of ethics.,Rédige une question de quiz simple qui teste la compréhension de l’éthique.,اكتب سؤال اختبار بسيط يقيس فهم الأخلاق.,"Schreibe eine einfache Quizfrage, die das Verständnis von Ethik prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de ética.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de ética.,"en,fr,ar,de,pt,es"
Q2588,general knowledge,personal finance,quiz_question,easy,Write a simple quiz question that tests understanding of personal finance.,Write a simple quiz question that tests understanding of personal finance.,Rédige une question de quiz simple qui teste la compréhension de les finances personnelles.,اكتب سؤال اختبار بسيط يقيس فهم التمويل الشخصي.,"Schreibe eine einfache Quizfrage, die das Verständnis von persönliche Finanzen prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de finanças pessoais.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de finanzas personales.,"en,fr,ar,de,pt,es"
Q2589,coding,normalization,source_analysis,hard,What evidence would you collect to study normalization carefully?,What evidence would you collect to study normalization carefully?,Quelles preuves collecterais-tu pour étudier la normalisation avec soin ?,ما الأدلة التي ستجمعها لدراسة التطبيع في قواعد البيانات بعناية؟,"Welche Belege würdest du sammeln, um Normalisierung sorgfältig zu untersuchen?",Que evidências você coletaria para estudar normalização com cuidado?,¿Qué evidencias recopilarías para estudiar normalización cuidadosamente?,"en,fr,ar,de,pt,es"
Q2590,mathematics,proportions,source_analysis,hard,What evidence would you collect to study proportions carefully?,What evidence would you collect to study proportions carefully?,Quelles preuves collecterais-tu pour étudier les proportions avec soin ?,ما الأدلة التي ستجمعها لدراسة التناسب بعناية؟,"Welche Belege würdest du sammeln, um Proportionen sorgfältig zu untersuchen?",Que evidências você coletaria para estudar proporções com cuidado?,¿Qué evidencias recopilarías para estudiar proporciones cuidadosamente?,"en,fr,ar,de,pt,es"
Q2591,science,cell biology,source_analysis,hard,What evidence would you collect to study cell biology carefully?,What evidence would you collect to study cell biology carefully?,Quelles preuves collecterais-tu pour étudier la biologie cellulaire avec soin ?,ما الأدلة التي ستجمعها لدراسة علم الأحياء الخلوي بعناية؟,"Welche Belege würdest du sammeln, um Zellbiologie sorgfältig zu untersuchen?",Que evidências você coletaria para estudar biologia celular com cuidado?,¿Qué evidencias recopilarías para estudiar biología celular cuidadosamente?,"en,fr,ar,de,pt,es"
Q2592,history,printing press,source_analysis,hard,What evidence would you collect to study printing press carefully?,What evidence would you collect to study printing press carefully?,Quelles preuves collecterais-tu pour étudier l’imprimerie avec soin ?,ما الأدلة التي ستجمعها لدراسة المطبعة بعناية؟,"Welche Belege würdest du sammeln, um Buchdruck sorgfältig zu untersuchen?",Que evidências você coletaria para estudar imprensa com cuidado?,¿Qué evidencias recopilarías para estudiar imprenta cuidadosamente?,"en,fr,ar,de,pt,es"
Q2593,philosophy,ethics,source_analysis,hard,What evidence would you collect to study ethics carefully?,What evidence would you collect to study ethics carefully?,Quelles preuves collecterais-tu pour étudier l’éthique avec soin ?,ما الأدلة التي ستجمعها لدراسة الأخلاق بعناية؟,"Welche Belege würdest du sammeln, um Ethik sorgfältig zu untersuchen?",Que evidências você coletaria para estudar ética com cuidado?,¿Qué evidencias recopilarías para estudiar ética cuidadosamente?,"en,fr,ar,de,pt,es"
Q2594,general knowledge,personal finance,source_analysis,hard,What evidence would you collect to study personal finance carefully?,What evidence would you collect to study personal finance carefully?,Quelles preuves collecterais-tu pour étudier les finances personnelles avec soin ?,ما الأدلة التي ستجمعها لدراسة التمويل الشخصي بعناية؟,"Welche Belege würdest du sammeln, um persönliche Finanzen sorgfältig zu untersuchen?",Que evidências você coletaria para estudar finanças pessoais com cuidado?,¿Qué evidencias recopilarías para estudiar finanzas personales cuidadosamente?,"en,fr,ar,de,pt,es"
Q2595,coding,normalization,model_building,hard,How would you build a simple model to explain normalization?,How would you build a simple model to explain normalization?,Comment construirais-tu un modèle simple pour expliquer la normalisation ?,كيف تبني نموذجًا بسيطًا لشرح التطبيع في قواعد البيانات؟,"Wie würdest du ein einfaches Modell erstellen, um Normalisierung zu erklären?",Como você construiria um modelo simples para explicar normalização?,¿Cómo construirías un modelo simple para explicar normalización?,"en,fr,ar,de,pt,es"
Q2596,mathematics,proportions,model_building,hard,How would you build a simple model to explain proportions?,How would you build a simple model to explain proportions?,Comment construirais-tu un modèle simple pour expliquer les proportions ?,كيف تبني نموذجًا بسيطًا لشرح التناسب؟,"Wie würdest du ein einfaches Modell erstellen, um Proportionen zu erklären?",Como você construiria um modelo simples para explicar proporções?,¿Cómo construirías un modelo simple para explicar proporciones?,"en,fr,ar,de,pt,es"
Q2597,science,cell biology,model_building,hard,How would you build a simple model to explain cell biology?,How would you build a simple model to explain cell biology?,Comment construirais-tu un modèle simple pour expliquer la biologie cellulaire ?,كيف تبني نموذجًا بسيطًا لشرح علم الأحياء الخلوي؟,"Wie würdest du ein einfaches Modell erstellen, um Zellbiologie zu erklären?",Como você construiria um modelo simples para explicar biologia celular?,¿Cómo construirías un modelo simple para explicar biología celular?,"en,fr,ar,de,pt,es"
Q2598,history,printing press,model_building,hard,How would you build a simple model to explain printing press?,How would you build a simple model to explain printing press?,Comment construirais-tu un modèle simple pour expliquer l’imprimerie ?,كيف تبني نموذجًا بسيطًا لشرح المطبعة؟,"Wie würdest du ein einfaches Modell erstellen, um Buchdruck zu erklären?",Como você construiria um modelo simples para explicar imprensa?,¿Cómo construirías un modelo simple para explicar imprenta?,"en,fr,ar,de,pt,es"
Q2599,philosophy,ethics,model_building,hard,How would you build a simple model to explain ethics?,How would you build a simple model to explain ethics?,Comment construirais-tu un modèle simple pour expliquer l’éthique ?,كيف تبني نموذجًا بسيطًا لشرح الأخلاق؟,"Wie würdest du ein einfaches Modell erstellen, um Ethik zu erklären?",Como você construiria um modelo simples para explicar ética?,¿Cómo construirías un modelo simple para explicar ética?,"en,fr,ar,de,pt,es"
Q2600,general knowledge,personal finance,model_building,hard,How would you build a simple model to explain personal finance?,How would you build a simple model to explain personal finance?,Comment construirais-tu un modèle simple pour expliquer les finances personnelles ?,كيف تبني نموذجًا بسيطًا لشرح التمويل الشخصي؟,"Wie würdest du ein einfaches Modell erstellen, um persönliche Finanzen zu erklären?",Como você construiria um modelo simples para explicar finanças pessoais?,¿Cómo construirías un modelo simple para explicar finanzas personales?,"en,fr,ar,de,pt,es"
Q2601,coding,recursion,definition_importance,easy,"What does the concept of recursion mean, and why is it important in coding?","What does the concept of recursion mean, and why is it important in coding?","Que signifie le terme « la récursivité », et pourquoi est-il important en programmation ?",ماذا يعني مفهوم الاستدعاء الذاتي، ولماذا هو مهم في مجال البرمجة؟,"Was bedeutet der Begriff „Rekursion“, und warum ist er in Programmierung wichtig?",O que significa o conceito de recursão e por que ele é importante em programação?,¿Qué significa el concepto de recursión y por qué es importante en programación?,"en,fr,ar,de,pt,es"
Q2602,mathematics,probability,definition_importance,easy,"What does the concept of probability mean, and why is it important in mathematics?","What does the concept of probability mean, and why is it important in mathematics?","Que signifie le terme « la probabilité », et pourquoi est-il important en mathématiques ?",ماذا يعني مفهوم الاحتمالات، ولماذا هو مهم في مجال الرياضيات؟,"Was bedeutet der Begriff „Wahrscheinlichkeit“, und warum ist er in Mathematik wichtig?",O que significa o conceito de probabilidade e por que ele é importante em matemática?,¿Qué significa el concepto de probabilidad y por qué es importante en matemáticas?,"en,fr,ar,de,pt,es"
Q2603,science,DNA,definition_importance,easy,"What does the concept of DNA mean, and why is it important in science?","What does the concept of DNA mean, and why is it important in science?","Que signifie le terme « l’ADN », et pourquoi est-il important en sciences ?",ماذا يعني مفهوم الحمض النووي، ولماذا هو مهم في مجال العلوم؟,"Was bedeutet der Begriff „DNA“, und warum ist er in Naturwissenschaften wichtig?",O que significa o conceito de DNA e por que ele é importante em ciências?,¿Qué significa el concepto de ADN y por qué es importante en ciencias?,"en,fr,ar,de,pt,es"
Q2604,history,Renaissance,definition_importance,easy,"What does the concept of Renaissance mean, and why is it important in history?","What does the concept of Renaissance mean, and why is it important in history?","Que signifie le terme « la Renaissance », et pourquoi est-il important en histoire ?",ماذا يعني مفهوم عصر النهضة، ولماذا هو مهم في مجال التاريخ؟,"Was bedeutet der Begriff „Renaissance“, und warum ist er in Geschichte wichtig?",O que significa o conceito de Renascimento e por que ele é importante em história?,¿Qué significa el concepto de Renacimiento y por qué es importante en historia?,"en,fr,ar,de,pt,es"
Q2605,philosophy,virtue,definition_importance,easy,"What does the concept of virtue mean, and why is it important in philosophy?","What does the concept of virtue mean, and why is it important in philosophy?","Que signifie le terme « la vertu », et pourquoi est-il important en philosophie ?",ماذا يعني مفهوم الفضيلة، ولماذا هو مهم في مجال الفلسفة؟,"Was bedeutet der Begriff „Tugend“, und warum ist er in Philosophie wichtig?",O que significa o conceito de virtude e por que ele é importante em filosofia?,¿Qué significa el concepto de virtud y por qué es importante en filosofía?,"en,fr,ar,de,pt,es"
Q2606,general knowledge,technology trends,definition_importance,easy,"What does the concept of technology trends mean, and why is it important in general knowledge?","What does the concept of technology trends mean, and why is it important in general knowledge?","Que signifie le terme « les tendances technologiques », et pourquoi est-il important en culture générale ?",ماذا يعني مفهوم اتجاهات التكنولوجيا، ولماذا هو مهم في مجال الثقافة العامة؟,"Was bedeutet der Begriff „Technologietrends“, und warum ist er in Allgemeinwissen wichtig?",O que significa o conceito de tendências tecnológicas e por que ele é importante em conhecimentos gerais?,¿Qué significa el concepto de tendencias tecnológicas y por qué es importante en cultura general?,"en,fr,ar,de,pt,es"
Q2607,coding,recursion,beginner_explanation,easy,How would you explain recursion to a beginner studying coding?,How would you explain recursion to a beginner studying coding?,Comment expliquerais-tu la récursivité à un débutant qui étudie programmation ?,كيف تشرح الاستدعاء الذاتي لمبتدئ يدرس البرمجة؟,"Wie würdest du Rekursion einem Anfänger erklären, der Programmierung lernt?",Como você explicaria recursão para um iniciante que estuda programação?,¿Cómo explicarías recursión a un principiante que estudia programación?,"en,fr,ar,de,pt,es"
Q2608,mathematics,probability,beginner_explanation,easy,How would you explain probability to a beginner studying mathematics?,How would you explain probability to a beginner studying mathematics?,Comment expliquerais-tu la probabilité à un débutant qui étudie mathématiques ?,كيف تشرح الاحتمالات لمبتدئ يدرس الرياضيات؟,"Wie würdest du Wahrscheinlichkeit einem Anfänger erklären, der Mathematik lernt?",Como você explicaria probabilidade para um iniciante que estuda matemática?,¿Cómo explicarías probabilidad a un principiante que estudia matemáticas?,"en,fr,ar,de,pt,es"
Q2609,science,DNA,beginner_explanation,easy,How would you explain DNA to a beginner studying science?,How would you explain DNA to a beginner studying science?,Comment expliquerais-tu l’ADN à un débutant qui étudie sciences ?,كيف تشرح الحمض النووي لمبتدئ يدرس العلوم؟,"Wie würdest du DNA einem Anfänger erklären, der Naturwissenschaften lernt?",Como você explicaria DNA para um iniciante que estuda ciências?,¿Cómo explicarías ADN a un principiante que estudia ciencias?,"en,fr,ar,de,pt,es"
Q2610,history,Renaissance,beginner_explanation,easy,How would you explain Renaissance to a beginner studying history?,How would you explain Renaissance to a beginner studying history?,Comment expliquerais-tu la Renaissance à un débutant qui étudie histoire ?,كيف تشرح عصر النهضة لمبتدئ يدرس التاريخ؟,"Wie würdest du Renaissance einem Anfänger erklären, der Geschichte lernt?",Como você explicaria Renascimento para um iniciante que estuda história?,¿Cómo explicarías Renacimiento a un principiante que estudia historia?,"en,fr,ar,de,pt,es"
Q2611,philosophy,virtue,beginner_explanation,easy,How would you explain virtue to a beginner studying philosophy?,How would you explain virtue to a beginner studying philosophy?,Comment expliquerais-tu la vertu à un débutant qui étudie philosophie ?,كيف تشرح الفضيلة لمبتدئ يدرس الفلسفة؟,"Wie würdest du Tugend einem Anfänger erklären, der Philosophie lernt?",Como você explicaria virtude para um iniciante que estuda filosofia?,¿Cómo explicarías virtud a un principiante que estudia filosofía?,"en,fr,ar,de,pt,es"
Q2612,general knowledge,technology trends,beginner_explanation,easy,How would you explain technology trends to a beginner studying general knowledge?,How would you explain technology trends to a beginner studying general knowledge?,Comment expliquerais-tu les tendances technologiques à un débutant qui étudie culture générale ?,كيف تشرح اتجاهات التكنولوجيا لمبتدئ يدرس الثقافة العامة؟,"Wie würdest du Technologietrends einem Anfänger erklären, der Allgemeinwissen lernt?",Como você explicaria tendências tecnológicas para um iniciante que estuda conhecimentos gerais?,¿Cómo explicarías tendencias tecnológicas a un principiante que estudia cultura general?,"en,fr,ar,de,pt,es"
Q2613,coding,recursion,practical_example,easy,What is a practical example of recursion in everyday life?,What is a practical example of recursion in everyday life?,Quel est un exemple pratique de la récursivité dans la vie quotidienne ?,ما مثال عملي على الاستدعاء الذاتي في الحياة اليومية؟,Was ist ein praktisches Beispiel für Rekursion im Alltag?,Qual é um exemplo prático de recursão na vida cotidiana?,¿Cuál es un ejemplo práctico de recursión en la vida diaria?,"en,fr,ar,de,pt,es"
Q2614,mathematics,probability,practical_example,easy,What is a practical example of probability in everyday life?,What is a practical example of probability in everyday life?,Quel est un exemple pratique de la probabilité dans la vie quotidienne ?,ما مثال عملي على الاحتمالات في الحياة اليومية؟,Was ist ein praktisches Beispiel für Wahrscheinlichkeit im Alltag?,Qual é um exemplo prático de probabilidade na vida cotidiana?,¿Cuál es un ejemplo práctico de probabilidad en la vida diaria?,"en,fr,ar,de,pt,es"
Q2615,science,DNA,practical_example,easy,What is a practical example of DNA in everyday life?,What is a practical example of DNA in everyday life?,Quel est un exemple pratique de l’ADN dans la vie quotidienne ?,ما مثال عملي على الحمض النووي في الحياة اليومية؟,Was ist ein praktisches Beispiel für DNA im Alltag?,Qual é um exemplo prático de DNA na vida cotidiana?,¿Cuál es un ejemplo práctico de ADN en la vida diaria?,"en,fr,ar,de,pt,es"
Q2616,history,Renaissance,practical_example,easy,What is a practical example of Renaissance in everyday life?,What is a practical example of Renaissance in everyday life?,Quel est un exemple pratique de la Renaissance dans la vie quotidienne ?,ما مثال عملي على عصر النهضة في الحياة اليومية؟,Was ist ein praktisches Beispiel für Renaissance im Alltag?,Qual é um exemplo prático de Renascimento na vida cotidiana?,¿Cuál es un ejemplo práctico de Renacimiento en la vida diaria?,"en,fr,ar,de,pt,es"
Q2617,philosophy,virtue,practical_example,easy,What is a practical example of virtue in everyday life?,What is a practical example of virtue in everyday life?,Quel est un exemple pratique de la vertu dans la vie quotidienne ?,ما مثال عملي على الفضيلة في الحياة اليومية؟,Was ist ein praktisches Beispiel für Tugend im Alltag?,Qual é um exemplo prático de virtude na vida cotidiana?,¿Cuál es un ejemplo práctico de virtud en la vida diaria?,"en,fr,ar,de,pt,es"
Q2618,general knowledge,technology trends,practical_example,easy,What is a practical example of technology trends in everyday life?,What is a practical example of technology trends in everyday life?,Quel est un exemple pratique de les tendances technologiques dans la vie quotidienne ?,ما مثال عملي على اتجاهات التكنولوجيا في الحياة اليومية؟,Was ist ein praktisches Beispiel für Technologietrends im Alltag?,Qual é um exemplo prático de tendências tecnológicas na vida cotidiana?,¿Cuál es un ejemplo práctico de tendencias tecnológicas en la vida diaria?,"en,fr,ar,de,pt,es"
Q2619,coding,recursion,misconceptions,medium,What are common misconceptions about recursion?,What are common misconceptions about recursion?,Quelles sont les idées reçues courantes sur la récursivité ?,ما المفاهيم الخاطئة الشائعة حول الاستدعاء الذاتي؟,Welche häufigen Missverständnisse gibt es über Rekursion?,Quais são os equívocos comuns sobre recursão?,¿Cuáles son los malentendidos comunes sobre recursión?,"en,fr,ar,de,pt,es"
Q2620,mathematics,probability,misconceptions,medium,What are common misconceptions about probability?,What are common misconceptions about probability?,Quelles sont les idées reçues courantes sur la probabilité ?,ما المفاهيم الخاطئة الشائعة حول الاحتمالات؟,Welche häufigen Missverständnisse gibt es über Wahrscheinlichkeit?,Quais são os equívocos comuns sobre probabilidade?,¿Cuáles son los malentendidos comunes sobre probabilidad?,"en,fr,ar,de,pt,es"
Q2621,science,DNA,misconceptions,medium,What are common misconceptions about DNA?,What are common misconceptions about DNA?,Quelles sont les idées reçues courantes sur l’ADN ?,ما المفاهيم الخاطئة الشائعة حول الحمض النووي؟,Welche häufigen Missverständnisse gibt es über DNA?,Quais são os equívocos comuns sobre DNA?,¿Cuáles son los malentendidos comunes sobre ADN?,"en,fr,ar,de,pt,es"
Q2622,history,Renaissance,misconceptions,medium,What are common misconceptions about Renaissance?,What are common misconceptions about Renaissance?,Quelles sont les idées reçues courantes sur la Renaissance ?,ما المفاهيم الخاطئة الشائعة حول عصر النهضة؟,Welche häufigen Missverständnisse gibt es über Renaissance?,Quais são os equívocos comuns sobre Renascimento?,¿Cuáles son los malentendidos comunes sobre Renacimiento?,"en,fr,ar,de,pt,es"
Q2623,philosophy,virtue,misconceptions,medium,What are common misconceptions about virtue?,What are common misconceptions about virtue?,Quelles sont les idées reçues courantes sur la vertu ?,ما المفاهيم الخاطئة الشائعة حول الفضيلة؟,Welche häufigen Missverständnisse gibt es über Tugend?,Quais são os equívocos comuns sobre virtude?,¿Cuáles son los malentendidos comunes sobre virtud?,"en,fr,ar,de,pt,es"
Q2624,general knowledge,technology trends,misconceptions,medium,What are common misconceptions about technology trends?,What are common misconceptions about technology trends?,Quelles sont les idées reçues courantes sur les tendances technologiques ?,ما المفاهيم الخاطئة الشائعة حول اتجاهات التكنولوجيا؟,Welche häufigen Missverständnisse gibt es über Technologietrends?,Quais são os equívocos comuns sobre tendências tecnológicas?,¿Cuáles son los malentendidos comunes sobre tendencias tecnológicas?,"en,fr,ar,de,pt,es"
Q2625,coding,recursion,advantages_limitations,medium,What are the advantages and limitations of recursion?,What are the advantages and limitations of recursion?,Quels sont les avantages et les limites de la récursivité ?,ما مزايا وحدود الاستدعاء الذاتي؟,Welche Vorteile und Grenzen hat Rekursion?,Quais são as vantagens e limitações de recursão?,¿Cuáles son las ventajas y limitaciones de recursión?,"en,fr,ar,de,pt,es"
Q2626,mathematics,probability,advantages_limitations,medium,What are the advantages and limitations of probability?,What are the advantages and limitations of probability?,Quels sont les avantages et les limites de la probabilité ?,ما مزايا وحدود الاحتمالات؟,Welche Vorteile und Grenzen hat Wahrscheinlichkeit?,Quais são as vantagens e limitações de probabilidade?,¿Cuáles son las ventajas y limitaciones de probabilidad?,"en,fr,ar,de,pt,es"
Q2627,science,DNA,advantages_limitations,medium,What are the advantages and limitations of DNA?,What are the advantages and limitations of DNA?,Quels sont les avantages et les limites de l’ADN ?,ما مزايا وحدود الحمض النووي؟,Welche Vorteile und Grenzen hat DNA?,Quais são as vantagens e limitações de DNA?,¿Cuáles son las ventajas y limitaciones de ADN?,"en,fr,ar,de,pt,es"
Q2628,history,Renaissance,advantages_limitations,medium,What are the advantages and limitations of Renaissance?,What are the advantages and limitations of Renaissance?,Quels sont les avantages et les limites de la Renaissance ?,ما مزايا وحدود عصر النهضة؟,Welche Vorteile und Grenzen hat Renaissance?,Quais são as vantagens e limitações de Renascimento?,¿Cuáles son las ventajas y limitaciones de Renacimiento?,"en,fr,ar,de,pt,es"
Q2629,philosophy,virtue,advantages_limitations,medium,What are the advantages and limitations of virtue?,What are the advantages and limitations of virtue?,Quels sont les avantages et les limites de la vertu ?,ما مزايا وحدود الفضيلة؟,Welche Vorteile und Grenzen hat Tugend?,Quais são as vantagens e limitações de virtude?,¿Cuáles son las ventajas y limitaciones de virtud?,"en,fr,ar,de,pt,es"
Q2630,general knowledge,technology trends,advantages_limitations,medium,What are the advantages and limitations of technology trends?,What are the advantages and limitations of technology trends?,Quels sont les avantages et les limites de les tendances technologiques ?,ما مزايا وحدود اتجاهات التكنولوجيا؟,Welche Vorteile und Grenzen hat Technologietrends?,Quais são as vantagens e limitações de tendências tecnológicas?,¿Cuáles son las ventajas y limitaciones de tendencias tecnológicas?,"en,fr,ar,de,pt,es"
